system:index,DEM,VH,VV,VV_VH_diff,azimuth,distance_m,hillshade,slope,.geo
113,480.0,-30.26467514038086,-24.953401565551758,5.311273574829102,90,330,180,0.0,"{""type"":""Point"",""coordinates"":[76.51211171945644,19.9766023895878]}"
114,480.0,-29.53321075439453,-24.477296829223633,5.055914402008057,90,360,180,0.0,"{""type"":""Point"",""coordinates"":[76.51239846569601,19.976602389587804]}"
115,480.0,-29.449951171875,-25.458248138427734,3.991702079772949,90,390,180,0.0,"{""type"":""Point"",""coordinates"":[76.51268521193558,19.9766023895878]}"
116,480.0,-31.314817428588867,-24.946556091308594,6.368260860443115,90,420,180,0.0,"{""type"":""Point"",""coordinates"":[76.51297195817514,19.9766023895878]}"
117,481.0,-29.15821647644043,-23.67428207397461,5.483933925628662,90,450,190,3.048721899205051,"{""type"":""Point"",""coordinates"":[76.5132587044147,19.9766023895878]}"
118,482.0,-27.289697647094727,-23.43423843383789,3.8554604053497314,90,480,190,6.791601765216056,"{""type"":""Point"",""coordinates"":[76.51354545065426,19.9766023895878]}"
119,487.0,-21.2852783203125,-14.705294609069824,6.579983234405518,90,510,180,0.0,"{""type"":""Point"",""coordinates"":[76.51383219689383,19.9766023895878]}"
120,492.0,-17.918703079223633,-11.051811218261719,6.866891384124756,90,540,180,9.078071648095865,"{""type"":""Point"",""coordinates"":[76.5141189431334,19.9766023895878]}"
121,494.0,-14.929003715515137,-8.695893287658691,6.2331109046936035,90,570,180,6.080277037925878,"{""type"":""Point"",""coordinates"":[76.51440568937295,19.9766023895878]}"
122,496.0,-13.854530334472656,-7.844628810882568,6.00990104675293,90,600,180,6.080277037925878,"{""type"":""Point"",""coordinates"":[76.51469243561253,19.976602389587796]}"
123,496.0,-14.400175094604492,-8.587569236755371,5.812606334686279,90,630,180,6.080277037925878,"{""type"":""Point"",""coordinates"":[76.51497918185208,19.976602389587804]}"
124,497.0,-14.078234672546387,-8.39903736114502,5.679197311401367,90,660,180,9.078071648095865,"{""type"":""Point"",""coordinates"":[76.51526592809165,19.976602389587804]}"
125,501.0,-16.537216186523438,-10.797006607055664,5.740209579467773,90,690,180,12.026610963781144,"{""type"":""Point"",""coordinates"":[76.5155526743312,19.976602389587804]}"
126,509.0,-18.069440841674805,-11.238642692565918,6.8307976722717285,90,720,180,12.026610963781144,"{""type"":""Point"",""coordinates"":[76.51583942057077,19.9766023895878]}"
127,518.0,-18.175596237182617,-12.780853271484375,5.394744396209717,90,750,180,9.078071648095865,"{""type"":""Point"",""coordinates"":[76.51612616681034,19.9766023895878]}"
128,532.0,-19.31797981262207,-13.607694625854492,5.710285186767578,90,780,180,17.7219595633669,"{""type"":""Point"",""coordinates"":[76.5164129130499,19.9766023895878]}"
129,550.0,-20.954370498657227,-15.014999389648438,5.939371585845947,90,810,255,46.98609573994279,"{""type"":""Point"",""coordinates"":[76.51669965928946,19.9766023895878]}"
130,568.0,-20.900741577148438,-15.290410995483398,5.610330581665039,90,840,255,43.835854854539996,"{""type"":""Point"",""coordinates"":[76.51698640552902,19.976602389587804]}"
